55	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@tim1991f-words#@tim1991f#1750.465#1750.769
56	против	против	ADP	_	_	_	_	_	@tim1991f-words#@tim1991f#1750.769#1751.073
57	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@tim1991f-words#@tim1991f#1751.073#1751.377
58	говорил	говорить	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@tim1991f-words#@tim1991f#1751.377#1751.681
59	не	не	PART	_	_	_	_	_	@tim1991f-words#@tim1991f#1751.681#1751.985
60	хочу	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tim1991f-words#@tim1991f#1751.985#1752.289
61	слышать	слышать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@tim1991f-words#@tim1991f#1752.289#1752.593
62	не	не	PART	_	_	_	_	_	@tim1991f-words#@tim1991f#1752.593#1752.897
63	хочу	хотеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tim1991f-words#@tim1991f#1752.897#1753.201
64	видеть	видеть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@tim1991f-words#@tim1991f#1753.201#1753.505
65	уходи	уходить	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@tim1991f-words#@tim1991f#1753.505#1753.809
66	/	/	PUNCT	_	_	_	_	_	@tim1991f-words#@tim1991f#1753.809#1754.113
67	отдельно	отдельно	ADV	_	Degree=Pos	_	_	_	@tim1991f-words#@tim1991f#1754.113#1754.417
68	где-то	где-то	ADV	_	Degree=Pos	_	_	_	@tim1991f-words#@tim1991f#1754.417#1754.721
69	делай	делать	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@tim1991f-words#@tim1991f#1754.721#1755.025
70	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@tim1991f-words#@tim1991f#1755.025#1755.329
71	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@tim1991f-words#@tim1991f#1755.329#1755.633
72	понимаешь	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tim1991f-words#@tim1991f#1755.633#1755.937
73	что	что	PRON	_	Case=Acc	_	_	_	@tim1991f-words#@tim1991f#1755.937#1756.241
74	гастроли	гастроть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@tim1991f-words#@tim1991f#1756.241#1756.545
75	что	что	SCONJ	_	_	_	_	_	@tim1991f-words#@tim1991f#1756.545#1756.849
76	сын	сын	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tim1991f-words#@tim1991f#1756.849#1757.153
77	/	/	PUNCT	_	_	_	_	_	@tim1991f-words#@tim1991f#1757.153#1757.457
78	что	что	SCONJ	_	_	_	_	_	@tim1991f-words#@tim1991f#1757.457#1757.761
79	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@tim1991f-words#@tim1991f#1757.761#1758.065
80	себе	себя	PRON	_	Case=Dat	_	_	_	@tim1991f-words#@tim1991f#1758.065#1758.369
81	придумала	придумать	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@tim1991f-words#@tim1991f#1758.369#1758.673
82	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@tim1991f-words#@tim1991f#1758.673#1758.977
83	же	же	PART	_	_	_	_	_	@tim1991f-words#@tim1991f#1758.977#1759.281
84	ведь	ведь	PART	_	_	_	_	_	@tim1991f-words#@tim1991f#1759.281#1759.585
85	фотографировала	фотографировать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@tim1991f-words#@tim1991f#1759.585#1759.889
86	фотографом	фотограф	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@tim1991f-words#@tim1991f#1759.889#1760.193
87	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@tim1991f-words#@tim1991f#1760.193#1760.497
88	месяц	месяц	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tim1991f-words#@tim1991f#1760.497#1760.801
89	пройдёт	пройдёть	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@tim1991f-words#@tim1991f#1760.801#1761.105
90	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@tim1991f-words#@tim1991f#1761.105#1761.409
91	опять	опять	ADV	_	Degree=Pos	_	_	_	@tim1991f-words#@tim1991f#1761.409#1761.713
92	переключишься	переключиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@tim1991f-words#@tim1991f#1761.713#1762.017
93	/	/	PUNCT	_	_	_	_	_	@tim1991f-words#@tim1991f#1762.017#1762.321
94	и	и	CCONJ	_	_	_	_	_	@tim1991f-words#@tim1991f#1762.321#1762.625
95	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@tim1991f-words#@tim1991f#1762.625#1762.929
96	к	к	ADP	_	_	_	_	_	@tim1991f-words#@tim1991f#1762.929#1763.233
97	тому	то	PRON	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@tim1991f-words#@tim1991f#1763.233#1763.537
98	что	что	SCONJ	_	_	_	_	_	@tim1991f-words#@tim1991f#1763.537#1763.841
99	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@tim1991f-words#@tim1991f#1763.841#1764.145
100	кажется	казаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@tim1991f-words#@tim1991f#1764.145#1764.449
101	что	что	SCONJ	_	_	_	_	_	@tim1991f-words#@tim1991f#1764.449#1764.753
102	этот	этот	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tim1991f-words#@tim1991f#1764.753#1765.057
103	посыл	посыл	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@tim1991f-words#@tim1991f#1765.057#1765.361
104	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@tim1991f-words#@tim1991f#1765.361#1765.665
105	такой	такой	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tim1991f-words#@tim1991f#1765.665#1765.969
106	немного	немного	ADV	_	Degree=Pos	_	_	_	@tim1991f-words#@tim1991f#1765.969#1766.273
107	сексистский	сексистский	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@tim1991f-words#@tim1991f#1766.273#1766.577
108	как	как	SCONJ	_	_	_	_	_	@tim1991f-words#@tim1991f#1766.577#1766.881
109	раз	раз	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@tim1991f-words#@tim1991f#1766.881#1767.185
110	когда	когда	SCONJ	_	_	_	_	_	@tim1991f-words#@tim1991f#1767.185#1767.489
111	женщина	женщина	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@tim1991f-words#@tim1991f#1767.489#1767.793
112	/	/	PUNCT	_	_	_	_	_	@tim1991f-words#@tim1991f#1767.793#1768.097
113	якобы	якобы	ADV	_	Degree=Pos	_	_	_	@tim1991f-words#@tim1991f#1768.097#1768.401
114	не	не	PART	_	_	_	_	_	@tim1991f-words#@tim1991f#1768.401#1768.705
115	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@tim1991f-words#@tim1991f#1768.705#1769.009
116	сочетать	сочетать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@tim1991f-words#@tim1991f#1769.009#1769.313
117	/	/	PUNCT	_	_	_	_	_	@tim1991f-words#@tim1991f#1769.313#1769.617
118	и	и	CCONJ	_	_	_	_	_	@tim1991f-words#@tim1991f#1769.617#1769.921
119	сын	сын	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tim1991f-words#@tim1991f#1769.921#1770.225
120	и	и	CCONJ	_	_	_	_	_	@tim1991f-words#@tim1991f#1770.225#1770.529
121	гастроли	гастроль	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@tim1991f-words#@tim1991f#1770.529#1770.833
122	и	и	CCONJ	_	_	_	_	_	@tim1991f-words#@tim1991f#1770.833#1771.137
123	тут	тут	ADV	_	Degree=Pos	_	_	_	@tim1991f-words#@tim1991f#1771.137#1771.441
124	же	же	PART	_	_	_	_	_	@tim1991f-words#@tim1991f#1771.441#1771.745
125	ещё	еще	ADV	_	Degree=Pos	_	_	_	@tim1991f-words#@tim1991f#1771.745#1772.049
126	и	и	PART	_	_	_	_	_	@tim1991f-words#@tim1991f#1772.049#1772.353
127	песни	песня	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@tim1991f-words#@tim1991f#1772.353#1772.657
128	ещё	еще	ADV	_	Degree=Pos	_	_	_	@tim1991f-words#@tim1991f#1772.657#1772.961
129	и	и	PART	_	_	_	_	_	@tim1991f-words#@tim1991f#1772.961#1773.265
130	муж	муж	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@tim1991f-words#@tim1991f#1773.265#1773.662
131	как	как	SCONJ	_	_	_	_	_	@tim1991f-words#@tim1991f#1773.813#1774.195
132	вот	вот	PART	_	_	_	_	_	@tim1991f-words#@tim1991f#1774.195#1774.577
133	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@tim1991f-words#@tim1991f#1774.577#1774.959
134	эт...это	эт...это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@tim1991f-words#@tim1991f#1774.959#1775.341
135	удавалось	удаваться	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@tim1991f-words#@tim1991f#1775.341#1775.723
136	и	и	CCONJ	_	_	_	_	_	@tim1991f-words#@tim1991f#1775.723#1776.105
137	как	как	ADV	_	Degree=Pos	_	_	_	@tim1991f-words#@tim1991f#1776.105#1776.487
138	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@tim1991f-words#@tim1991f#1776.487#1776.869
139	разруливали	разруливать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@tim1991f-words#@tim1991f#1776.869#1777.251
140	такие	такой	DET	_	Case=Nom|Number=Plur	_	_	_	@tim1991f-words#@tim1991f#1777.251#1777.633
141	/	/	PUNCT	_	_	_	_	_	@tim1991f-words#@tim1991f#1777.633#1778.015
142	сложности	сложность	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@tim1991f-words#@tim1991f#1778.015#1778.4
143	переключалась	переключаться	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Pass	_	_	_	@tim1991f-words#@tim1991f#1816.334#1816.867
144	да	да	PART	_	_	_	_	_	@tim1991f-words#@tim1991f#1816.867#1817.4
145	да	да	PART	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1659.2#1659.559
146	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kvg1990f-words#@kvg1990f#1659.559#1659.919
147	думаю	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kvg1990f-words#@kvg1990f#1659.919#1660.279
148	что	что	SCONJ	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1660.279#1660.639
149	ну	ну	PART	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1661.405#1661.66
150	/	/	PUNCT	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1661.66#1661.915
151	не	не	PART	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1661.915#1662.17
152	думаю	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kvg1990f-words#@kvg1990f#1662.17#1662.425
153	а	а	CCONJ	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1662.425#1662.68
154	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@kvg1990f-words#@kvg1990f#1662.68#1662.935
155	с	с	ADP	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1662.935#1663.191
156	ним	он	PRON	_	Case=Ins|Gender=Masc|Number=Sing|Person=3	_	_	_	@kvg1990f-words#@kvg1990f#1663.191#1663.446
157	говорили	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kvg1990f-words#@kvg1990f#1663.446#1663.701
158	после	после	ADP	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1663.701#1663.956
159	на	на	ADP	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1663.956#1664.211
160	эту	этот	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@kvg1990f-words#@kvg1990f#1664.211#1664.466
161	тему	тема	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@kvg1990f-words#@kvg1990f#1664.466#1664.722
162	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@kvg1990f-words#@kvg1990f#1664.923#1665.279
163	так	так	ADV	_	Degree=Pos	_	_	_	@kvg1990f-words#@kvg1990f#1665.279#1665.636
164	и	и	PART	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1665.636#1665.993
165	говорил	говорить	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kvg1990f-words#@kvg1990f#1665.993#1666.349
166	да	да	ADP	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1666.349#1666.706
167	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kvg1990f-words#@kvg1990f#1666.706#1667.063
168	многое	многое	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@kvg1990f-words#@kvg1990f#1667.063#1667.42
169	/	/	PUNCT	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1667.42#1667.776
170	ну	ну	PART	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1667.776#1668.133
171	/	/	PUNCT	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1668.133#1668.49
172	да	да	PART	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1668.49#1668.847
173	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@kvg1990f-words#@kvg1990f#1668.847#1669.203
174	точно	точно	ADV	_	Degree=Pos	_	_	_	@kvg1990f-words#@kvg1990f#1669.203#1669.56
175	что	что	SCONJ	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1669.56#1669.917
176	многим	много	NUM	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1669.917#1670.274
177	женщинам	женщина	NOUN	_	Animacy=Anim|Case=Dat|Gender=Fem|Number=Plur	_	_	_	@kvg1990f-words#@kvg1990f#1670.274#1670.63
178	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@kvg1990f-words#@kvg1990f#1670.63#1670.987
179	понятно	понятный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@kvg1990f-words#@kvg1990f#1670.987#1671.344
180	не	не	PART	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1671.344#1671.701
181	только	только	PART	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1671.701#1672.057
182	женщинам	женщина	NOUN	_	Animacy=Anim|Case=Dat|Gender=Fem|Number=Plur	_	_	_	@kvg1990f-words#@kvg1990f#1672.057#1672.414
183	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@kvg1990f-words#@kvg1990f#1672.414#1672.771
184	/	/	PUNCT	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1672.771#1673.128
185	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@kvg1990f-words#@kvg1990f#1673.128#1673.484
186	когда	когда	SCONJ	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1673.484#1673.841
187	изначально	изначально	ADV	_	Degree=Pos	_	_	_	@kvg1990f-words#@kvg1990f#1673.841#1674.198
188	отношения	отношение	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur	_	_	_	@kvg1990f-words#@kvg1990f#1674.198#1674.555
189	завязываются	завязываться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@kvg1990f-words#@kvg1990f#1674.555#1674.911
190	не	не	PART	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1674.911#1675.268
191	на	на	ADP	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1675.268#1675.625
192	той	тот	DET	_	Case=Loc|Gender=Fem|Number=Sing	_	_	_	@kvg1990f-words#@kvg1990f#1675.625#1675.982
193	нотке	нотка	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@kvg1990f-words#@kvg1990f#1675.982#1676.338
194	/	/	PUNCT	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1676.338#1676.695
195	либо	либо	CCONJ	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1676.695#1677.052
196	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@kvg1990f-words#@kvg1990f#1677.052#1677.409
197	опыта	опыт	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@kvg1990f-words#@kvg1990f#1677.409#1677.765
198	/	/	PUNCT	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1677.765#1678.122
199	либо	либо	CCONJ	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1678.122#1678.479
200	вот	вот	PART	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1678.479#1678.836
201	как-то	как-то	ADV	_	Degree=Pos	_	_	_	@kvg1990f-words#@kvg1990f#1680.1#1680.421
202	так	так	ADV	_	Degree=Pos	_	_	_	@kvg1990f-words#@kvg1990f#1680.421#1680.743
203	совпало	совпасть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@kvg1990f-words#@kvg1990f#1680.743#1681.065
204	/	/	PUNCT	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1681.065#1681.387
205	тут	тут	ADV	_	Degree=Pos	_	_	_	@kvg1990f-words#@kvg1990f#1681.387#1681.709
206	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@kvg1990f-words#@kvg1990f#1681.709#1682.03
207	уже	уже	ADV	_	Degree=Pos	_	_	_	@kvg1990f-words#@kvg1990f#1682.03#1682.352
208	тоже	тоже	PART	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1682.352#1682.674
209	/	/	PUNCT	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1682.674#1682.996
210	не	не	PART	_	_	_	_	_	@kvg1990f-words#@kvg1990f#1682.996#1683.318
